164.185181,30.960239
191.904755,23.487078
223.888885,30.960239
228.153442,59.785290
222.822754,95.015907
248.410049,128.111328
261.203705,166.544739
258.005280,207.113327
256.939148,239.141159
255.873016,264.763428
253.740738,288.250488
249.476196,326.683899
247.343918,358.711731
252.674606,392.874756
251.608459,427.037781
247.343918,451.592438
207.896820,474.011932
180.177246,467.606354
150.325394,450.524841
146.060852,419.564606
143.928574,380.063629
141.796295,339.495026
135.399475,305.332001
132.201065,261.560638
131.134918,225.262421
130.068787,188.964218
131.134918,160.139160
139.664017,130.246521
154.589951,105.691849
160.986771,71.528824
0.000000,0.000000
403.000000,0.000000
403.000000,537.000000
0.000000,537.000000
