166.317459,41.636185
206.830688,34.163021
243.079361,37.365807
246.277771,71.528824
244.145508,95.015907
269.732819,132.381714
282.526459,168.679916
283.592590,204.978134
277.195770,247.681915
265.468262,285.047699
264.402130,309.602386
260.137573,339.495026
265.468262,380.063629
262.269836,416.361816
261.203705,448.389648
249.476196,478.282318
216.425919,498.566589
169.515869,490.025848
139.664017,451.592438
138.597885,414.226654
138.597885,382.198822
139.664017,338.427429
142.862427,304.264404
144.994705,262.628235
131.134918,225.262421
123.671959,190.031815
124.738098,156.936386
139.664017,130.246521
154.589951,105.691849
160.986771,71.528824
0.000000,0.000000
403.000000,0.000000
403.000000,537.000000
0.000000,537.000000
